tags_delimited,cnt
"amazon-ec2,amazon-s3,amazon-web-services,aws-lambda","76"
"amazon-ec2,amazon-s3,amazon-web-services,php","42"
"amazon-ec2,amazon-web-services","5725"
"amazon-ec2,amazon-web-services,ansible","159"
"amazon-ec2,amazon-web-services,apache","63"
"amazon-ec2,amazon-web-services,apache-spark","50"
"amazon-ec2,amazon-web-services,aws-api-gateway","38"
"amazon-ec2,amazon-web-services,aws-cloudformation","376"
"amazon-ec2,amazon-web-services,aws-lambda","224"
"amazon-ec2,amazon-web-services,aws-lambda,python","44"
"amazon-ec2,amazon-web-services,aws-sdk","97"
"amazon-ec2,amazon-web-services,bash","53"
"amazon-ec2,amazon-web-services,boto3","111"
"amazon-ec2,amazon-web-services,boto3,python","171"
"amazon-ec2,amazon-web-services,boto3,python-3.x","38"
"amazon-ec2,amazon-web-services,chef-infra","37"
"amazon-ec2,amazon-web-services,cloud","105"
"amazon-ec2,amazon-web-services,django,python","40"
"amazon-ec2,amazon-web-services,dns","137"
"amazon-ec2,amazon-web-services,docker","163"
"amazon-ec2,amazon-web-services,elasticsearch","49"
"amazon-ec2,amazon-web-services,hadoop","41"
"amazon-ec2,amazon-web-services,java","181"
"amazon-ec2,amazon-web-services,jenkins","51"
"amazon-ec2,amazon-web-services,kubernetes","102"
"amazon-ec2,amazon-web-services,linux","189"
"amazon-ec2,amazon-web-services,linux,ssh","42"
"amazon-ec2,amazon-web-services,load-balancing","92"
"amazon-ec2,amazon-web-services,mongodb","91"
"amazon-ec2,amazon-web-services,mysql","88"
"amazon-ec2,amazon-web-services,networking","81"
"amazon-ec2,amazon-web-services,nginx","92"
"amazon-ec2,amazon-web-services,node.js","153"
"amazon-ec2,amazon-web-services,php","133"
"amazon-ec2,amazon-web-services,postgresql","52"
"amazon-ec2,amazon-web-services,powershell","70"
"amazon-ec2,amazon-web-services,python","232"
"amazon-ec2,amazon-web-services,ruby-on-rails","60"
"amazon-ec2,amazon-web-services,security","57"
"amazon-ec2,amazon-web-services,ssh","392"
"amazon-ec2,amazon-web-services,ssl","73"
"amazon-ec2,amazon-web-services,terraform","330"
"amazon-ec2,amazon-web-services,ubuntu","126"
"amazon-ec2,amazon-web-services,windows","43"
"amazon-ec2,amazon-web-services,wordpress","71"
"amazon-ec2,ansible","147"
"amazon-ec2,apache","66"
"amazon-ec2,apache,php","36"
"amazon-ec2,apache-spark","70"
"amazon-ec2,aws-cloudformation","81"
"amazon-ec2,boto3,python","44"
"amazon-ec2,cassandra","87"
"amazon-ec2,chef-infra","54"
"amazon-ec2,cloud","40"
"amazon-ec2,django,nginx","41"
"amazon-ec2,dns","40"
"amazon-ec2,docker","126"
"amazon-ec2,elasticsearch","38"
"amazon-ec2,hadoop","47"
"amazon-ec2,java","80"
"amazon-ec2,jenkins","50"
"amazon-ec2,kubernetes","88"
"amazon-ec2,linux","118"
"amazon-ec2,mongodb","107"
"amazon-ec2,mysql","107"
"amazon-ec2,nginx","99"
"amazon-ec2,nginx,ruby-on-rails","36"
"amazon-ec2,node.js","98"
"amazon-ec2,php","111"
"amazon-ec2,postgresql","37"
"amazon-ec2,powershell","37"
"amazon-ec2,python","159"
"amazon-ec2,r","49"
"amazon-ec2,ruby-on-rails","104"
"amazon-ec2,ssh","166"
"amazon-ec2,ssl","40"
"amazon-ec2,terraform","145"
"amazon-ec2,ubuntu","87"
"amazon-ec2,windows","39"
"amazon-ec2,wordpress","49"
"amazon-ecs","400"
"amazon-ecs,amazon-iam,amazon-web-services","36"
"amazon-ecs,amazon-web-services","1042"
"amazon-ecs,amazon-web-services,aws-cloudformation","129"
"amazon-ecs,amazon-web-services,aws-lambda","38"
"amazon-ecs,amazon-web-services,docker","281"
"amazon-ecs,amazon-web-services,docker,docker-compose","44"
"amazon-ecs,amazon-web-services,terraform","158"
"amazon-ecs,aws-cloudformation","39"
"amazon-ecs,docker","132"
"amazon-ecs,docker,docker-compose","40"
"amazon-ecs,terraform","52"
"amazon-elastic-beanstalk","277"
"amazon-elastic-beanstalk,amazon-rds,amazon-web-services","51"
"amazon-elastic-beanstalk,amazon-s3,amazon-web-services","56"
"amazon-elastic-beanstalk,amazon-web-services","1242"
"amazon-elastic-beanstalk,amazon-web-services,aws-cloudformation","89"
"amazon-elastic-beanstalk,amazon-web-services,django","127"
"amazon-elastic-beanstalk,amazon-web-services,django,python","118"
"amazon-elastic-beanstalk,amazon-web-services,docker","143"
"amazon-elastic-beanstalk,amazon-web-services,flask,python","59"
"amazon-elastic-beanstalk,amazon-web-services,git","43"
"amazon-elastic-beanstalk,amazon-web-services,java","47"
"amazon-elastic-beanstalk,amazon-web-services,laravel","39"
"amazon-elastic-beanstalk,amazon-web-services,nginx","73"
"amazon-elastic-beanstalk,amazon-web-services,node.js","167"
"amazon-elastic-beanstalk,amazon-web-services,php","76"
"amazon-elastic-beanstalk,amazon-web-services,python","69"
"amazon-elastic-beanstalk,amazon-web-services,ruby,ruby-on-rails","40"
"amazon-elastic-beanstalk,amazon-web-services,ruby-on-rails","95"
"amazon-elastic-beanstalk,amazon-web-services,terraform","46"
"amazon-elastic-beanstalk,django","53"
"amazon-elastic-beanstalk,django,python","37"
"amazon-elastic-beanstalk,docker","50"
"amazon-elastic-beanstalk,elasticsearch","37"
"amazon-elastic-beanstalk,node.js","45"
"amazon-elastic-beanstalk,ruby-on-rails","51"
"amazon-iam","150"
"amazon-iam,amazon-s3","76"
"amazon-iam,amazon-s3,amazon-web-services","499"
"amazon-iam,amazon-s3,amazon-web-services,aws-lambda","59"
"amazon-iam,amazon-web-services","1283"
"amazon-iam,amazon-web-services,aws-api-gateway","47"
"amazon-iam,amazon-web-services,aws-cloudformation","159"
"amazon-iam,amazon-web-services,aws-lambda","182"
"amazon-iam,amazon-web-services,boto3","53"
"amazon-iam,amazon-web-services,terraform","147"
"amazon-iam,aws-lambda","44"
"amazon-iam,terraform","51"
"amazon-rds","225"
"amazon-rds,amazon-s3,amazon-web-services","59"
"amazon-rds,amazon-web-services","906"
"amazon-rds,amazon-web-services,aws-cloudformation","73"
"amazon-rds,amazon-web-services,aws-lambda","145"
"amazon-rds,amazon-web-services,database","45"
"amazon-rds,amazon-web-services,mysql","374"
"amazon-rds,amazon-web-services,oracle","43"
"amazon-rds,amazon-web-services,postgresql","351"
"amazon-rds,amazon-web-services,sql-server","68"
"amazon-rds,amazon-web-services,terraform","92"
"amazon-rds,mysql","229"
"amazon-rds,postgresql","268"
"amazon-rds,sql-server","41"
"amazon-rds,terraform","41"
"amazon-redshift","1255"
"amazon-redshift,amazon-s3","111"
"amazon-redshift,amazon-s3,amazon-web-services","219"
"amazon-redshift,amazon-web-services","826"
"amazon-redshift,amazon-web-services,aws-lambda","37"
"amazon-redshift,amazon-web-services,postgresql","37"
"amazon-redshift,amazon-web-services,python","41"
"amazon-redshift,amazon-web-services,sql","367"
"amazon-redshift,database,sql","37"
"amazon-redshift,postgresql","163"
"amazon-redshift,postgresql,sql","209"
"amazon-redshift,python","70"
"amazon-redshift,regex,sql","46"
"amazon-redshift,sql","1566"
"amazon-s3","2377"
"amazon-s3,amazon-web-services","5861"
"amazon-s3,amazon-web-services,android","146"
"amazon-s3,amazon-web-services,android,java","45"
"amazon-s3,amazon-web-services,angular","40"
"amazon-s3,amazon-web-services,apache-spark","84"
"amazon-s3,amazon-web-services,apache-spark,pyspark","47"
"amazon-s3,amazon-web-services,apache-spark,scala","38"
"amazon-s3,amazon-web-services,aws-api-gateway","61"
"amazon-s3,amazon-web-services,aws-api-gateway,aws-lambda","51"
"amazon-s3,amazon-web-services,aws-cloudformation","221"
"amazon-s3,amazon-web-services,aws-cloudformation,aws-lambda","65"
"amazon-s3,amazon-web-services,aws-lambda","931"
"amazon-s3,amazon-web-services,aws-lambda,boto3","39"
"amazon-s3,amazon-web-services,aws-lambda,boto3,python","71"
"amazon-s3,amazon-web-services,aws-lambda,java","64"
"amazon-s3,amazon-web-services,aws-lambda,node.js","160"
"amazon-s3,amazon-web-services,aws-lambda,python","259"
"amazon-s3,amazon-web-services,aws-lambda,python-3.x","38"
"amazon-s3,amazon-web-services,aws-sdk","226"
"amazon-s3,amazon-web-services,aws-sdk,java","118"
"amazon-s3,amazon-web-services,aws-sdk,node.js","69"
"amazon-s3,amazon-web-services,aws-sdk,php","54"
"amazon-s3,amazon-web-services,bash","51"
"amazon-s3,amazon-web-services,boto3","259"
"amazon-s3,amazon-web-services,boto3,python","486"
"amazon-s3,amazon-web-services,boto3,python,python-3.x","62"
"amazon-s3,amazon-web-services,boto3,python-3.x","106"
"amazon-s3,amazon-web-services,c#","156"
"amazon-s3,amazon-web-services,cloud","48"
"amazon-s3,amazon-web-services,command-line-interface","68"
"amazon-s3,amazon-web-services,cors","42"
"amazon-s3,amazon-web-services,django","90"
"amazon-s3,amazon-web-services,django,python","118"
"amazon-s3,amazon-web-services,dns","72"
"amazon-s3,amazon-web-services,encryption","61"
"amazon-s3,amazon-web-services,express,node.js","41"
"amazon-s3,amazon-web-services,file-upload","38"
"amazon-s3,amazon-web-services,go","116"
"amazon-s3,amazon-web-services,hadoop","57"
"amazon-s3,amazon-web-services,heroku,ruby-on-rails","40"
"amazon-s3,amazon-web-services,ios","74"
"amazon-s3,amazon-web-services,ios,objective-c","42"
"amazon-s3,amazon-web-services,ios,swift","60"
"amazon-s3,amazon-web-services,java","467"
"amazon-s3,amazon-web-services,java,spring-boot","51"
"amazon-s3,amazon-web-services,javascript","198"
"amazon-s3,amazon-web-services,javascript,node.js","156"
"amazon-s3,amazon-web-services,json","46"
"amazon-s3,amazon-web-services,laravel","55"
"amazon-s3,amazon-web-services,laravel,php","68"
"amazon-s3,amazon-web-services,node.js","400"
"amazon-s3,amazon-web-services,permissions","46"
"amazon-s3,amazon-web-services,php","498"
"amazon-s3,amazon-web-services,powershell","77"
"amazon-s3,amazon-web-services,pyspark","49"
"amazon-s3,amazon-web-services,python","507"
"amazon-s3,amazon-web-services,python-3.x","56"
"amazon-s3,amazon-web-services,r","37"
"amazon-s3,amazon-web-services,reactjs","77"
"amazon-s3,amazon-web-services,redirect","39"
"amazon-s3,amazon-web-services,ruby","76"
"amazon-s3,amazon-web-services,ruby,ruby-on-rails","90"
"amazon-s3,amazon-web-services,ruby-on-rails","163"
"amazon-s3,amazon-web-services,security","40"
"amazon-s3,amazon-web-services,terraform","272"
"amazon-s3,android","91"
"amazon-s3,angular","44"
"amazon-s3,apache-flink","48"
"amazon-s3,apache-kafka","107"
"amazon-s3,apache-spark","207"
"amazon-s3,apache-spark,apache-spark-sql","36"
"amazon-s3,apache-spark,hadoop","49"
"amazon-s3,apache-spark,pyspark","97"
"amazon-s3,apache-spark,pyspark,python","37"
"amazon-s3,apache-spark,scala","79"
"amazon-s3,aws-cloudformation","44"
"amazon-s3,aws-lambda","183"
"amazon-s3,aws-lambda,node.js","81"
"amazon-s3,aws-lambda,python","72"
"amazon-s3,aws-sdk","88"
"amazon-s3,aws-sdk,java","50"
"amazon-s3,aws-sdk,node.js","73"
"amazon-s3,boto3","98"
"amazon-s3,boto3,django","37"
"amazon-s3,boto3,python","269"
"amazon-s3,boto3,python-3.x","67"
"amazon-s3,c#","143"
"amazon-s3,django","208"
"amazon-s3,django,heroku","61"
"amazon-s3,django,python","139"
"amazon-s3,express,node.js","54"
"amazon-s3,go","88"
"amazon-s3,google-cloud-storage","55"
"amazon-s3,hadoop","81"
"amazon-s3,hadoop,hdfs","38"
"amazon-s3,hadoop,hive","47"
"amazon-s3,heroku","40"
"amazon-s3,heroku,ruby,ruby-on-rails","40"
"amazon-s3,heroku,ruby-on-rails","147"
"amazon-s3,hive","70"
"amazon-s3,ios","50"
"amazon-s3,ios,swift","39"
"amazon-s3,java","379"
"amazon-s3,java,spring-boot","40"
"amazon-s3,javascript","120"
"amazon-s3,javascript,node.js","116"
"amazon-s3,laravel","118"
"amazon-s3,laravel,php","88"
"amazon-s3,node.js","267"
"amazon-s3,pandas,python","44"
"amazon-s3,php","311"
"amazon-s3,pyspark","88"
"amazon-s3,python","425"
"amazon-s3,python-3.x","41"
"amazon-s3,r","46"
"amazon-s3,reactjs","73"
"amazon-s3,ruby","94"
"amazon-s3,ruby,ruby-on-rails","173"
"amazon-s3,ruby-on-rails","556"
"amazon-s3,ruby-on-rails,ruby-on-rails-3","66"
"amazon-s3,ruby-on-rails,ruby-on-rails-4","42"
"amazon-s3,ruby-on-rails-3","51"
"amazon-s3,snowflake-cloud-data-platform","57"
"amazon-s3,terraform","108"
"amazon-web-services","16508"
"amazon-web-services,android","212"
"amazon-web-services,android,java","52"
"amazon-web-services,angular","59"
"amazon-web-services,ansible","183"
"amazon-web-services,apache","52"
"amazon-web-services,apache-kafka","109"
"amazon-web-services,apache-spark","226"
"amazon-web-services,apache-spark,pyspark","100"
"amazon-web-services,apache-spark,pyspark,python","41"
"amazon-web-services,apache-spark,scala","47"
"amazon-web-services,api","87"
"amazon-web-services,api,aws-api-gateway","38"
"amazon-web-services,architecture","38"
"amazon-web-services,aws-api-gateway","1127"
"amazon-web-services,aws-api-gateway,aws-cloudformation","138"
"amazon-web-services,aws-api-gateway,aws-cloudformation,aws-lambda","65"
"amazon-web-services,aws-api-gateway,aws-lambda","866"
"amazon-web-services,aws-api-gateway,aws-lambda,java","36"
"amazon-web-services,aws-api-gateway,aws-lambda,node.js","98"
"amazon-web-services,aws-api-gateway,aws-lambda,python","78"
"amazon-web-services,aws-api-gateway,swagger","39"
"amazon-web-services,aws-api-gateway,terraform","87"
"amazon-web-services,aws-api-gateway,websocket","36"
"amazon-web-services,aws-cloudformation","2501"
"amazon-web-services,aws-cloudformation,aws-lambda","373"
"amazon-web-services,aws-cloudformation,json","46"
"amazon-web-services,aws-cloudformation,python","45"
"amazon-web-services,aws-cloudformation,terraform","51"
"amazon-web-services,aws-cloudformation,yaml","152"
"amazon-web-services,aws-lambda","4183"
"amazon-web-services,aws-lambda,aws-sdk","120"
"amazon-web-services,aws-lambda,aws-sdk,node.js","49"
"amazon-web-services,aws-lambda,boto3","127"
"amazon-web-services,aws-lambda,boto3,python","157"
"amazon-web-services,aws-lambda,boto3,python-3.x","44"
"amazon-web-services,aws-lambda,c#","100"
"amazon-web-services,aws-lambda,docker","72"
"amazon-web-services,aws-lambda,docker,python","45"
"amazon-web-services,aws-lambda,go","94"
"amazon-web-services,aws-lambda,graphql","40"
"amazon-web-services,aws-lambda,java","271"
"amazon-web-services,aws-lambda,javascript","91"
"amazon-web-services,aws-lambda,javascript,node.js","167"
"amazon-web-services,aws-lambda,lambda","53"
"amazon-web-services,aws-lambda,node.js","758"
"amazon-web-services,aws-lambda,python","841"
"amazon-web-services,aws-lambda,python,python-3.x","69"
"amazon-web-services,aws-lambda,python-3.x","167"
"amazon-web-services,aws-lambda,terraform","154"
"amazon-web-services,aws-lambda,typescript","59"
"amazon-web-services,aws-sdk","355"
"amazon-web-services,aws-sdk,java","109"
"amazon-web-services,aws-sdk,javascript","41"
"amazon-web-services,aws-sdk,node.js","65"
"amazon-web-services,aws-sdk,php","47"
"amazon-web-services,azure","84"
"amazon-web-services,bash","112"
"amazon-web-services,bitbucket","39"
"amazon-web-services,boto3","425"
"amazon-web-services,boto3,python","575"
"amazon-web-services,boto3,python,python-3.x","52"
"amazon-web-services,boto3,python-3.x","117"
"amazon-web-services,c#","211"
"amazon-web-services,c++","41"
"amazon-web-services,cassandra","57"
"amazon-web-services,chef-infra","91"
"amazon-web-services,cloud","169"
"amazon-web-services,command-line-interface","110"
"amazon-web-services,continuous-integration","58"
"amazon-web-services,cron","74"
"amazon-web-services,database","50"
"amazon-web-services,deployment","39"
"amazon-web-services,devops","76"
"amazon-web-services,devops,terraform","64"
"amazon-web-services,django","95"
"amazon-web-services,django,python","109"
"amazon-web-services,dns","363"
"amazon-web-services,docker","424"
"amazon-web-services,docker,docker-compose","55"
"amazon-web-services,docker,kubernetes","64"
"amazon-web-services,docker,python","38"
"amazon-web-services,elasticsearch","407"
"amazon-web-services,elasticsearch,kibana","58"
"amazon-web-services,email","137"
"amazon-web-services,email,php","41"
"amazon-web-services,encryption","46"
"amazon-web-services,etl","38"
"amazon-web-services,express,node.js","53"
"amazon-web-services,flask,python","44"
"amazon-web-services,git","112"
"amazon-web-services,github","67"
"amazon-web-services,go","147"
"amazon-web-services,google-cloud-platform","82"
"amazon-web-services,grafana","38"
"amazon-web-services,graphql","196"
"amazon-web-services,hadoop","119"
"amazon-web-services,hadoop,hive","41"
"amazon-web-services,hive","93"
"amazon-web-services,ios","117"
"amazon-web-services,ios,swift","77"
"amazon-web-services,ip","36"
"amazon-web-services,java","656"
"amazon-web-services,java,spring","45"
"amazon-web-services,java,spring,spring-boot","45"
"amazon-web-services,java,spring-boot","90"
"amazon-web-services,javascript","199"
"amazon-web-services,javascript,node.js","160"
"amazon-web-services,javascript,reactjs","44"
"amazon-web-services,jenkins","88"
"amazon-web-services,json","127"
"amazon-web-services,jupyter-notebook","55"
"amazon-web-services,kubernetes","1081"
"amazon-web-services,kubernetes,kubernetes-helm","37"
"amazon-web-services,kubernetes,terraform","86"
"amazon-web-services,lambda","120"
"amazon-web-services,lambda,node.js","56"
